temp,humidity,sensor_id
31.12883,60.91361,5
27.535076,74.64898,5
21.268879,56.745197,5
24.713984,31.373705,5
25.696869,71.0169,5
27.635317,68.96688,5
19.09666,71.83926,5
26.585714,60.58559,5
24.13189,77.36385,5
20.283102,44.49525,5
21.570127,57.95685,5
23.615198,53.987663,5
29.056915,48.857204,5
29.481882,38.207264,5
31.486008,39.97197,5
29.553402,74.36681,5
20.71786,69.30333,5
18.706575,42.441505,5
23.371943,46.502663,5
22.723936,39.25494,5
32.77744,60.969593,5
19.91976,45.585217,5
27.034817,33.74459,5
28.853144,38.508865,5
23.210737,46.172115,5
18.469767,44.047928,5
23.408138,54.06241,5
24.729282,52.741863,5
27.734488,53.5745,5
34.16524,36.677185,5
23.544203,50.89551,5
26.05944,49.602974,5
16.029531,49.33971,5
23.493195,55.426895,5
20.764324,74.05294,5
33.81799,54.83815,5
23.462742,41.448875,5
20.038866,56.53832,5
25.59872,34.357315,5
23.455427,56.1105,5
29.55192,73.98613,5
27.01443,45.06138,5
23.60524,31.524393,5
22.699879,34.481804,5
33.661316,68.23924,5
25.557169,41.35025,5
29.176752,43.772465,5
16.304522,66.01123,5
26.776455,75.47867,5
17.330605,41.1039,5
31.440203,46.263145,5
15.418386,68.28406,5
27.820585,55.179024,5
21.761427,59.77005,5
20.16019,57.3881,5
31.061039,35.51191,5
23.826332,68.06479,5
23.844158,37.319603,5
33.099796,58.719143,5
29.380684,65.38579,5
23.832378,48.849728,5
22.727715,41.907322,5
24.56376,30.863272,5
22.071695,49.819305,5
29.179485,61.421265,5
25.53603,35.3873,5
21.683655,69.32483,5
29.790327,72.03623,5
29.541897,33.276043,5
28.87391,43.05741,5
20.838564,67.4392,5
24.431185,62.074512,5
26.265322,58.522198,5
23.895771,62.912846,5
25.0794,38.45523,5
27.956583,49.191395,5
30.297749,78.98654,5
15.919494,38.836903,5
23.486086,78.5365,5
18.037094,71.37047,5
13.782271,47.85357,5
26.248423,63.812866,5
20.05835,72.47494,5
25.85191,45.710438,5
22.861855,36.631065,5
21.3078,44.118874,5
23.41545,40.82535,5
23.339977,79.92494,5
13.969343,69.63387,5
28.60009,67.99818,5
29.514944,52.54151,5
20.384138,72.54829,5
33.502632,32.857826,5
21.324265,50.090763,5
27.015308,72.78412,5
28.33566,78.855255,5
32.62434,77.64316,5
18.931465,65.14971,5
23.358831,75.01143,5
16.003008,37.11512,5
26.460577,73.44976,5
15.408656,42.81385,5
24.367018,58.270607,5
29.765163,69.94438,5
18.121721,56.289505,5
24.424263,37.083546,5
24.44799,37.40175,5
24.604847,30.868778,5
11.935735,56.77833,5
33.252796,71.73277,5
32.354126,65.41779,5
20.500217,54.20258,5
35.1261,42.89934,5
25.891619,72.77662,5
25.366129,59.465096,5
21.778793,72.490166,5
22.680176,36.01348,5
12.094114,34.4546,5
23.643908,64.00837,5
22.346008,55.366302,5
22.484339,74.918274,5
28.990284,73.77455,5
25.228535,32.64952,5
25.81033,79.11647,5
23.71639,63.660824,5
26.790943,73.03382,5
27.66586,74.33655,5
32.714302,34.290447,5
22.926685,57.577812,5
19.334127,70.18748,5
27.061548,63.087746,5
24.869478,68.17891,5
31.899912,40.87828,5
31.659721,75.70036,5
25.002588,47.1654,5
26.149137,35.784286,5
28.142294,44.24049,5
22.864464,52.097885,5
20.390017,30.470814,5
33.8779,75.04013,5
19.102905,38.092705,5
28.231739,36.782604,5
27.26813,66.0248,5
22.232178,55.283318,5
15.740839,54.36546,5
19.760744,64.22633,5
23.686207,44.491833,5
21.42189,70.8542,5
26.989668,50.355087,5
30.448591,38.272957,5
25.543571,57.192432,5
32.01685,67.21453,5
29.392931,40.240196,5
25.419195,76.98796,5
19.10863,52.179466,5
31.723736,45.948376,5
20.757755,66.083305,5
24.301157,76.94238,5
32.323887,66.11113,5
16.429422,42.385715,5
22.998415,70.08677,5
34.05463,30.97339,5
19.35899,61.553337,5
21.971525,54.751076,5
28.523611,36.687138,5
22.632673,42.872932,5
21.58053,46.50301,5
32.181637,73.7461,5
17.046171,41.739216,5
27.688917,58.54818,5
18.486828,46.018127,5
29.738167,63.526863,5
28.06507,33.466274,5
27.581558,51.330627,5
18.029497,71.803215,5
10.999222,65.832016,5
22.753838,54.47789,5
22.189508,46.710598,5
27.09476,79.67971,5
22.964441,74.98232,5
34.07952,76.30203,5
20.226173,39.90788,5
24.118296,51.705715,5
28.43303,68.99682,5
23.32457,78.1774,5
24.71511,30.48341,5
32.717216,79.90177,5
16.478773,48.466087,5
23.480745,79.07436,5
29.443613,70.155396,5
20.390575,73.79636,5
22.273,57.24667,5
21.876238,59.457317,5
25.405708,39.086773,5
28.243448,50.183216,5
22.090958,43.79082,5
34.126053,62.993046,5
21.418058,45.35677,5
25.161112,49.72247,5
28.032486,35.96868,5
27.663465,68.18139,5
31.363764,38.410458,5
23.270191,67.28819,5
31.230585,72.60473,5
22.163828,49.744144,5
19.573221,38.997513,5
24.002907,55.092762,5
21.36691,53.559246,5
20.437286,35.453896,5
19.035553,59.09404,5
28.943222,73.80201,5
28.211615,79.853836,5
22.522722,40.48323,5
30.227324,33.561775,5
27.453579,75.88239,5
22.091084,51.592815,5
19.330168,63.341442,5
16.604046,44.93761,5
27.460838,50.95594,5
27.739998,31.858242,5
27.98078,57.0495,5
24.577934,53.663673,5
25.215677,57.086258,5
20.573462,66.36824,5
26.886536,76.65763,5
30.131912,47.669964,5
26.71081,48.544262,5
26.096645,67.7005,5
24.979736,35.23706,5
26.258713,44.109707,5
17.542145,35.97077,5
22.207779,55.096313,5
27.489723,77.383484,5
23.742807,39.961697,5
22.307842,35.258858,5
35.29364,79.55695,5
18.375422,75.6026,5
22.707142,72.17302,5
9.394527,70.49352,5
28.564169,40.022373,5
24.579874,56.025085,5
29.066256,77.45577,5
31.467844,70.07307,5
30.510595,60.378883,5
18.104155,75.72091,5
26.977564,58.396046,5
23.904444,45.72339,5
23.526081,43.736225,5
22.834301,39.48658,5
10.119799,43.70971,5
28.117392,63.885242,5
29.828936,36.86044,5
16.793737,73.05752,5
22.416203,48.38007,5
31.940643,36.52638,5
33.536415,78.42723,5
23.490767,38.994934,5
24.751356,41.33718,5
22.804134,43.189682,5
25.346317,33.508137,5
21.099579,69.17886,5
25.280476,52.313007,5
25.880287,37.532925,5
26.123766,47.24663,5
25.32197,73.342026,5
28.880611,62.72438,5
20.711323,55.454838,5
22.233335,41.00733,5
30.183193,40.985897,5
29.415197,66.579315,5
26.115742,49.79788,5
25.98032,76.6499,5
28.460388,72.49555,5
30.557112,34.382736,5
20.406372,36.02148,5
18.159445,72.490845,5
24.47866,31.819653,5
28.143381,41.252197,5
33.777267,77.054634,5
29.869802,52.054455,5
30.610394,36.428276,5
23.414661,48.5514,5
31.3945,65.05444,5
22.3447,53.32616,5
34.68548,37.87594,5
21.719496,34.703358,5
30.932817,41.136322,5
22.029432,78.63983,5
22.777397,58.494476,5
17.931335,67.05034,5
31.424084,59.356102,5
25.921877,45.761353,5
33.61701,57.12423,5
26.493803,38.391136,5
25.968266,39.39345,5
22.472086,35.70087,5
33.615955,72.58137,5
20.395592,57.854263,5
26.985785,37.12419,5
30.600262,67.23204,5
30.156013,76.44776,5
25.661747,54.90672,5
26.059092,41.71188,5
20.271952,61.38061,5
20.460121,65.89783,5
15.245962,70.37268,5
27.88887,72.8878,5
26.349123,53.71567,5
35.102936,69.452995,5
15.032665,48.097218,5
32.939186,35.334908,5
18.168781,60.011482,5
22.579885,33.120705,5
25.94384,68.223564,5
23.359148,74.90743,5
21.38372,36.352444,5
32.157963,30.659697,5
33.09233,51.108555,5
25.98674,38.48875,5
23.803453,66.23388,5
27.6477,47.37517,5
33.358124,77.15547,5
18.347986,31.769981,5
19.883196,35.449272,5
18.44586,58.934574,5
23.758886,48.802452,5
23.784178,67.53494,5
26.399548,76.98166,5
27.703949,46.98274,5
21.250036,78.17625,5
15.635016,41.018307,5
25.345625,30.059546,5
25.750092,72.419075,5
30.18753,38.404457,5
19.995544,53.585976,5
29.700338,51.10045,5
19.805798,30.648798,5
29.112293,63.31824,5
31.199389,39.99797,5
21.975817,75.40912,5
14.510705,67.72576,5
24.948954,78.36228,5
16.492971,72.87436,5
25.109278,60.41919,5
17.939693,71.685394,5
21.329405,59.41905,5
35.287434,49.31373,5
30.100208,44.79448,5
31.952013,48.188187,5
19.735054,51.94392,5
19.500666,45.006607,5
22.343248,78.67967,5
25.241323,37.946682,5
30.881367,58.818474,5
29.671467,48.37488,5
30.154415,40.978992,5
16.455292,42.4355,5
22.384947,38.047253,5
21.950047,57.44881,5
22.567812,72.90389,5
23.354307,67.94599,5
23.255568,32.664246,5
23.890358,49.79505,5
27.66169,62.01811,5
18.033407,67.2238,5
29.996662,76.07055,5
18.32989,49.187847,5
31.72648,46.93874,5
26.24449,54.066166,5
42.24316,71.63491,5
30.063135,53.998894,5
19.86653,31.45238,5
18.129782,38.791245,5
26.948341,74.53059,5
20.435843,44.84025,5
23.447647,34.70136,5
19.62605,42.033894,5
24.498362,55.921925,5
20.364809,56.087975,5
16.616922,35.41155,5
31.619614,68.71967,5
27.975689,77.220276,5
24.714054,43.230377,5
25.205109,49.472496,5
34.20992,61.85841,5
20.042265,36.49771,5
22.85781,63.448467,5
26.84718,49.398552,5
32.956985,31.740887,5
26.927904,56.71579,5
29.616697,32.907288,5
19.05075,61.585117,5
19.262188,39.80303,5
16.053421,70.23612,5
22.109083,30.935408,5
18.16096,63.21961,5
19.856474,68.49829,5
27.60279,67.66402,5
22.585623,66.66814,5
22.776108,36.60238,5
15.787594,41.87904,5
23.746729,33.352634,5
22.205559,73.77366,5
26.353256,79.48984,5
22.891775,68.702614,5
23.050837,52.853287,5
20.459412,34.968822,5
28.796347,61.55433,5
24.490768,31.76031,5
27.118841,69.42418,5
27.74788,67.44382,5
26.006336,48.98453,5
20.765049,45.913353,5
24.8801,77.63405,5
18.800934,77.46173,5
28.432377,70.40735,5
28.135996,70.90874,5
31.25292,32.962162,5
32.852905,57.90961,5
25.53951,54.914352,5
22.917213,40.30826,5
32.660053,73.19137,5
21.902575,69.4161,5
23.756582,46.129444,5
35.27545,74.98082,5
33.351295,44.938396,5
21.310833,47.033504,5
24.029661,67.667366,5
26.073523,63.226852,5
29.017202,44.08301,5
30.96463,45.981754,5
36.619583,39.612816,5
24.159634,40.637337,5
23.621729,55.694145,5
19.599857,51.962845,5
27.543787,48.64615,5
20.126001,68.61628,5
27.976957,62.887558,5
21.349968,53.029064,5
23.002205,53.257004,5
18.053345,72.069954,5
14.156267,42.196957,5
34.0523,78.31824,5
13.669078,77.304,5
23.984488,56.889656,5
24.490683,50.320427,5
23.128872,69.48802,5
29.041977,48.353783,5
34.927235,55.742107,5
19.46257,46.153225,5
29.435055,54.02281,5
20.003553,63.52933,5
20.48681,40.429626,5
19.936226,75.63865,5
21.887857,30.46066,5
26.128544,58.964214,5
20.728151,61.58657,5
32.803974,51.517162,5
23.794361,68.02318,5
36.615467,63.181656,5
17.69219,44.266487,5
22.553907,45.259148,5
26.975151,78.64614,5
21.764767,47.91954,5
23.759766,54.480717,5
22.649658,78.337875,5
21.131958,61.237434,5
22.307846,78.68099,5
17.22497,77.82967,5
18.31036,37.237804,5
29.651014,62.783394,5
27.56269,48.507267,5
25.853148,57.94919,5
18.753937,45.247025,5
23.066572,30.004524,5
29.89341,67.11416,5
28.469477,74.801926,5
25.997843,69.61938,5
20.306723,77.31449,5
16.604784,31.074158,5
23.808777,69.38775,5
20.143528,37.410202,5
26.459593,62.769432,5
26.089497,69.29287,5
16.835115,55.754513,5
27.306988,79.96559,5
13.86566,64.47699,5
24.656883,38.597866,5
20.961271,44.99461,5
27.499447,72.73334,5
23.802452,47.045414,5
32.408157,40.621258,5
24.989265,39.649807,5
23.779028,39.757732,5
22.854414,36.13857,5
21.16924,38.894318,5
29.94482,59.819683,5
27.166193,67.62389,5
22.12103,68.45083,5
25.364466,31.182568,5
24.894032,35.11537,5
26.860205,61.585613,5
21.147879,45.710064,5
26.410328,45.046036,5
28.595184,79.92051,5
17.089766,74.157814,5
23.061785,40.558586,5
27.69357,58.234776,5
22.929422,70.86449,5
18.801344,54.960876,5
23.316513,51.44173,5
28.465557,41.12685,5
22.233753,57.203537,5
26.915228,39.87722,5
19.985136,45.37537,5
25.481226,50.252743,5
33.46355,32.524635,5
22.729004,77.062744,5
12.209608,48.144043,5
38.430843,71.09772,5
18.773317,50.10262,5
34.708683,78.4969,5
15.25822,76.90584,5
31.568336,54.19958,5
27.098753,33.122528,5
21.719212,51.549786,5
25.628883,72.855286,5
18.920128,42.281696,5
29.581738,51.807407,5
23.49755,55.35618,5
28.09365,46.478718,5
23.936752,71.534035,5
23.499151,48.922703,5
18.074413,74.905205,5
17.946733,50.634678,5
24.86693,31.52451,5
34.335445,46.22464,5
25.649708,51.999332,5
34.222115,79.679855,5
23.051056,72.87408,5
26.867403,38.415768,5
28.53178,74.16984,5
25.290125,52.357174,5
30.482439,67.67041,5
27.036436,70.08061,5
23.122581,60.439754,5
37.7076,39.162083,5
29.917143,58.53818,5
28.569702,37.573856,5
20.428282,56.244427,5
26.942604,51.049515,5
25.465265,75.58838,5
24.802824,48.353752,5
24.962772,72.29124,5
23.497393,31.96334,5
28.431416,30.61758,5
24.670874,48.324898,5
25.596756,36.446117,5
19.761074,77.28366,5
28.097792,76.32335,5
25.44016,77.192,5
21.649212,75.63673,5
17.683804,75.109695,5
27.685501,63.954056,5
26.961538,60.807045,5
20.953375,51.331978,5
22.48748,36.30992,5
33.570972,33.19831,5
33.894398,30.001268,5
20.737434,62.407574,5
30.089144,72.34834,5
20.92325,34.209564,5
22.10712,38.198246,5
19.811178,69.29227,5
21.919838,54.489296,5
26.446075,37.91823,5
28.670813,65.10823,5
18.76513,60.74985,5
16.557133,50.967834,5
30.780447,57.64402,5
16.349798,61.06359,5
18.751312,37.982468,5
22.809599,51.13378,5
33.22128,76.07371,5
21.274677,66.08659,5
29.350952,61.305634,5
15.018595,32.95669,5
29.219406,36.535004,5
19.184973,70.41474,5
21.399305,43.040276,5
22.391047,76.256615,5
23.47242,64.28894,5
20.274641,66.83946,5
24.961433,69.667015,5
27.663265,48.709774,5
27.944675,45.030434,5
35.851234,51.35035,5
21.715826,38.048782,5
22.683634,63.590622,5
28.419886,63.394928,5
22.706123,52.013054,5
23.09152,69.64779,5
28.179178,78.05497,5
28.322842,63.674297,5
29.629187,55.866837,5
31.925785,77.8306,5
22.643486,33.04606,5
20.094782,52.52668,5
26.782078,45.37079,5
26.369932,72.19191,5
26.211946,37.058464,5
23.642704,47.497295,5
22.571737,74.67138,5
22.842821,48.736904,5
25.760462,44.289864,5
28.841827,48.128754,5
29.495333,65.55398,5
30.2768,76.06184,5
18.658524,66.18212,5
23.075544,31.120955,5
38.499138,36.18474,5
23.30681,38.125652,5
34.37646,77.20846,5
24.89482,31.324804,5
21.609053,33.588116,5
23.793669,35.61792,5
10.509505,45.638912,5
22.1411,63.879124,5
21.297224,50.139988,5
23.171608,70.52921,5
19.2732,30.863836,5
26.352589,32.00715,5
26.689888,33.512066,5
21.706097,40.403667,5
13.289322,42.255688,5
26.166006,54.642254,5
28.212685,40.36782,5
30.86814,63.99125,5
24.146172,37.21372,5
27.18142,75.294556,5
26.296492,70.239,5
29.771894,58.982174,5
32.218792,70.60754,5
21.676445,54.545128,5
22.233595,38.276627,5
22.722523,51.46186,5
15.152653,31.564352,5
24.255882,38.87319,5
24.787018,64.79021,5
20.551231,79.44773,5
25.548862,67.81153,5
30.090351,63.23221,5
26.803635,68.3548,5
18.096924,75.36126,5
36.29,59.411892,5
20.791603,71.11128,5
32.584312,55.209843,5
25.083063,59.820404,5
35.297756,66.74999,5
25.146788,69.358025,5
18.79636,77.92715,5
23.889093,30.2243,5
20.993788,76.900055,5
25.147287,52.320892,5
29.092628,44.67499,5
31.074759,59.33581,5
22.51735,37.80133,5
24.735233,45.090057,5
22.10896,33.125687,5
36.236736,76.11524,5
28.686228,74.83573,5
23.710735,40.800014,5
28.330873,75.719826,5
28.531864,36.06952,5
25.606846,72.06195,5
26.85921,65.179146,5
31.762634,35.820625,5
28.565355,77.82323,5
23.247725,35.019634,5
20.485168,55.097622,5
27.265635,68.79359,5
30.158535,40.911842,5
22.634829,33.67116,5
31.243944,54.981487,5
18.377977,42.926918,5
28.890985,60.476498,5
24.459845,47.704376,5
25.834427,42.631657,5
22.71596,72.92309,5
21.952785,33.648632,5
24.928995,45.77114,5
16.646126,54.94432,5
25.208092,62.551357,5
23.103842,39.36135,5
27.577074,75.65995,5
33.04737,78.54335,5
28.97831,48.03513,5
24.438206,48.356495,5
19.397486,40.573467,5
26.01055,58.240177,5
23.974594,62.69674,5
20.744356,76.55751,5
21.537354,35.64739,5
28.299292,66.75663,5
21.949217,42.326836,5
32.869015,47.784695,5
17.927835,47.275055,5
31.578497,51.331535,5
24.686466,57.88001,5
25.062159,35.792667,5
22.367582,56.786003,5
19.212204,74.086586,5
24.475916,48.386265,5
21.514502,47.743702,5
24.359241,51.660923,5
16.681973,42.44848,5
21.656544,77.02992,5
26.228088,38.22931,5
20.42559,66.34333,5
16.219278,36.778713,5
30.418108,39.30166,5
21.970825,35.446606,5
21.82377,63.56574,5
21.608116,45.668476,5
26.180573,78.03595,5
18.374949,56.953163,5
35.905674,63.041256,5
27.539967,45.99514,5
16.625195,52.315365,5
27.136158,43.666824,5
21.384684,63.524376,5
14.593599,77.7457,5
28.321869,55.589397,5
23.457283,35.46208,5
30.43242,77.80066,5
20.572302,65.01163,5
32.123924,33.977596,5
25.39084,66.478516,5
21.267698,55.027283,5
27.229464,57.213943,5
